,Unnamed: 0,review_title,review,rate,category,rating,Polarity,Analysis,summarization
269,269,Delightful,"Its very compact,light weight and stylish drive.Delivery is also good and very fast by the seller.I have tested it with my laptop but the speed in copying is 25 mb/s max...READ MORE",4Delightful,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,4,0.43200000000000005,Positive," Its very compact,light weight and stylish drive.Delivery is also good and very fast by the seller.I have tested it with my laptop but the speed in copying is 25 mb/s max...READ MORE"
270,270,Wonderful,"It came formatted in exFAT format which is pretty good since it works on Linux, MacOS and Windows.I used it in Ubuntu 18.04. Working perfectly. Linux users need to install exfat related packages.For debian based distros, run :sudo apt updatesudo apt install exfat-fuse exfat-utilsREAD MORE",5Wonderful,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.5214285714285715,Positive," It came formatted in exFAT format which is pretty good since it works on Linux, MacOS and Windows.I used it in Ubuntu 18.04. Linux users need to install exfat related packages.For debian based distros, run :sudo apt updatesudo apt install exfat-fuse exfat-utilsREAD MORE"
271,271,Classy product,"The product was well packed and was provided a wire. I have used it for sometime now, and it works really well. The speed is good. Really portable and can be carried easily. It's also lightweight.READ MORE",5Classy product,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.4066666666666666,Positive," The product was well packed and was provided a wire. I have used it for sometime now, and it works really well. The speed is good. Really portable and can be carried easily. It's also lightweight.READ MORE"
272,272,Fabulous!,"I have used this product for 3-4 days and the performance is brilliant.i have to format the disk while setting the timeline backup for mac. Looks is decent, capacity got 2 tb out of 2 tb,system used 1.35 mb after formatting. Copied 60 gb data in 10 minutes in Macbook air means speed is also pretty good. Compact in size.overall I'm happy with the product and filpkart took 12 hours to get product delivered. Thanks .READ MORE",5Fabulous!,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.4361111111111111,Positive," I have used this product for 3-4 days and the performance is brilliant.i have to format the disk while setting the timeline backup for mac. Looks is decent, capacity got 2 tb out of 2 tb,system used 1.35 mb after formatting. Copied 60 gb data in 10 minutes in Macbook air means speed is also pretty good. Compact in size.overall I'm happy with the product and filpkart took 12 hours to get product delivered."
273,273,Excellent,"I had a WD HD before. It used to take 5+ seconds to detect, but Seagate was detected instantly (1-2 seconds). Write speed is 130MB/s in the best case. What more I can ask. Also my WD HD stopped working before one year, so I pretty much hate WD brand now.READ MORE",5Excellent,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.24166666666666667,Positive," I had a WD HD before. It used to take 5+ seconds to detect, but Seagate was detected instantly (1-2 seconds). Write speed is 130MB/s in the best case. Also my WD HD stopped working before one year, so I pretty much hate WD brand now.READ MORE"
274,274,Nice product,Great product if you're looking for Windows/Mac. However not so great if you toggle between two. you can set the format to exFat and connect in pc and mac. so for me it won't connect to my mac sometimes and won't connect to windows at other times. otherwise great product. Very light and compact.READ MORE,4Nice product,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,4,0.5491666666666667,Positive, Great product if you're looking for Windows/Mac. However not so great if you toggle between two. you can set the format to exFat and connect in pc and mac. so for me it won't connect to my mac sometimes and won't connect to windows at other times. otherwise great product.
275,275,Just wow!,Thanks to flipkart service prompt delivery. Seagate is compact and elegant. Transfer time is also reasonably fast. Worthy for the money.READ MORE,5Just wow!,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.3466666666666666,Positive, Thanks to flipkart service prompt delivery. Seagate is compact and elegant. Transfer time is also reasonably fast. Worthy for the money.READ MORE
276,276,light weight and slim,very slim light weight and good looking with upto132mbps write speed and 1.80tb usable spaceonly thing missing here is the encryption and locki recommend you go for the ultra touch model spending 200 rs more which has a premium touch and most importantly an inbuild encryption and lockREAD MORE,5light weight and slim,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.375,Positive, very slim light weight and good looking with upto132mbps write speed and 1.80tb usable spaceonly thing missing here is the encryption and locki recommend you go for the ultra touch model spending 200 rs more which has a premium touch and most importantly an inbuild encryption and lockREAD MORE
277,277,Classy product,Classic and best portable HDD. Elite look and great finishing. But recommend not to use harshly to avoid scratchesREAD MORE,5Classy product,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.4533333333333333,Positive, Classic and best portable HDD. Elite look and great finishing. But recommend not to use harshly to avoid scratchesREAD MORE
278,278,Excellent,its a very good product.. 😍😍 i just loved it.. thanks flipkart.. and the delivery boy was awesomeREAD MORE,5Excellent,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.5774999999999999,Positive, its a very good product.. 😍😍 i just loved it.. thanks flipkart.. and the delivery boy was awesomeREAD MORE
279,279,Worth every penny,"Very nice product,Transfer speed is good . If you put it in Usb 3.0 read speed is awesome, but write speed is not outstanding at all . None the less worth for it's Price .READ MORE",5Worth every penny,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.40904761904761905,Positive," Very nice product,Transfer speed is good . If you put it in Usb 3.0 read speed is awesome, but write speed is not outstanding at all . None the less worth for it's Price .READ MORE"
280,280,Worth every penny,very slim weightless worthy product I like it good brand I am very much happy with flipkartREAD MORE,5Worth every penny,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.5066666666666666,Positive, very slim weightless worthy product I like it good brand I am very much happy with flipkartREAD MORE
281,281,Awesome,Superb product. HDD is very small and the best part is not bulky at all. I have used other HDD previously but this one is the best. Better than WD hdd. Must buy. Got 10% off via axis card. Thanks flipkart.READ MORE,5Awesome,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.39814814814814814,Positive, Superb product. HDD is very small and the best part is not bulky at all. I have used other HDD previously but this one is the best. Better than WD hdd. Must buy. Got 10% off via axis card. Thanks flipkart.READ MORE
282,282,Classy product,very slim and light in weight good product good quality good transwer speed very happy with the product...READ MORE,5Classy product,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.6,Positive, very slim and light in weight good product good quality good transwer speed very happy with the product...READ MORE
283,283,Nice product,"Great hdd.. I tried to connect it with tv using the usb port. For playing music aloud. But the bravia didnt read it. Other than that, great hardware to possess. Very handy. Useful. Good protective covering on delivery.READ MORE",4Nice product,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,4,0.5364285714285714,Positive," Great hdd.. I tried to connect it with tv using the usb port. For playing music aloud. But the bravia didnt read it. Other than that, great hardware to possess. Very handy. Useful. Good protective covering on delivery.READ MORE"
284,284,Perfect product!,"excellent product totally worth it, excellent speed in my Macbook Air,just flawless,those who are complaining about transfer speed,buy a good performance PC first ???......my speed on Macboook Air is 70mbps average.READ MORE",5Perfect product!,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.625,Positive," excellent product totally worth it, excellent speed in my Macbook Air,just flawless,those who are complaining about transfer speed,buy a good performance PC first ? ?......my speed on Macboook Air is 70mbps average.READ MORE"
285,285,Fabulous!,Item delivered-22/01/2021Review date - 8/02/2021Transferring speed 100+ MB/secVery light in weight and attractive finishingHappy and satisfied with timely delivery agents ..Go for it ✌️ flipkart rocks After 4 long years shopping experience with flipkart I will give 4.99/5 star ratingREAD MORE,5Fabulous!,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.43000000000000005,Positive, Item delivered-22/01/2021Review date - 8/02/2021Transferring speed 100+ MB/secVery light in weight and attractive finishingHappy and satisfied with timely delivery agents ..Go for it ✌️ flipkart rocks After 4 long years shopping experience with flipkart I will give 4.99/5 star ratingREAD MORE
286,286,Perfect product!,I got it last day i was satisfued by the product it is very handy and  file transfer is also some what good  i liked the productREAD MORE,5Perfect product!,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.516,Positive, I got it last day i was satisfued by the product it is very handy and  file transfer is also some what good  i liked the productREAD MORE
